X378708,X545,X84126,X641,X672,X675,X83990,X80233,X91442,X146956,X197342,X2067,X2072,X22909,X2175,X2187,X2176,X2177,X2178,X2188,X2189,X55215,X55120,X57697,X3280,X4292,X80198,X79728,X5395,X5429,X11201,X51426,X353497,X5888,X5889,X51455,X5980,X80010,X116028,X6117,X6118,X6119,X29935,X84464,X201254,X9894,X7156,X8940,X29089,X7398,X57599,ANONPT_ID,binaryResponse,"('desert',)","('excluded',)","('inflamed',)"
5.57996617719045,12.7524409386114,9.14252750320219,11.222879076467,12.5796097186501,12.788271594123,11.727038631061,9.05137091115739,7.34838711277819,8.27035762719449,7.19942554138109,11.6705526195532,10.4426891333081,10.777573752964,11.7068951913028,10.530023446012,9.36175532724539,13.5258792991743,10.2199713455827,10.2779144241755,10.4294983090394,13.2373152627801,11.0280173573468,10.9536672939136,10.3275301481582,12.5057550089665,9.71322914260698,11.6825043850186,12.0613365369185,10.5888286917773,10.4942758108788,10.3008675771021,7.05137716447397,9.95104991938381,10.1844997018463,11.1638420951414,11.7552277154634,10.4464358415735,7.57199014817355,11.8107310267995,10.4906517352702,9.89175115809191,6.76847040150602,11.0589184860025,6.6074158135431,9.61320488430942,9.80087466694564,9.59977445800241,9.89724431559552,11.4982357522733,12.2941183303734,10230,1,0,1.0,0
6.30055224956276,12.4967346875554,9.07001376797242,9.61812625692613,11.3245347407684,11.4569108345212,10.4606390083763,9.01398067817871,6.72611740864365,7.10821922521945,7.55795110015181,11.3122944802562,10.6107137275078,11.1519665873267,10.6459096345595,7.85362258815938,8.89479692936721,12.066179283659,10.1846448497407,9.88376300120016,10.2679147190277,12.2093684089102,11.6271419467391,11.0838359093726,10.1736770045625,12.2464203983691,9.83313904912145,12.0948163976847,11.1519665873267,11.3442061487433,10.6610791501654,11.2960697895545,7.23743098981277,8.8548618705227,9.87127344458396,12.4535131364052,12.4635763040874,9.48899944376068,6.6154974786284,11.4854666326867,10.0332217486936,8.64118920045236,7.05888773975172,11.0657182296847,6.65387101104082,9.78622002495454,9.76160805051267,9.87753180834897,8.5139920402334,11.0273813698284,12.111685530523,10150,1,0,1.0,0
5.94555525119834,12.0172311570731,8.743082915942,10.0583802210521,11.7780960793882,11.258237726769,10.7419039465898,9.31896483442748,6.882165699528,7.06829960294132,7.15957992715815,11.0117826890412,10.9757135662553,10.3963438298156,11.5739906703717,8.08198098878252,9.75923487584198,11.9084217849155,10.3543643232316,10.1218516327407,10.2279952030658,12.2722440440148,10.8653398500253,10.7804380249066,9.99635310113045,11.9118951077112,10.0708857665407,12.3864949811399,11.5249290788981,10.4752328868366,10.4689525884231,11.0585121612865,7.72425158242041,8.61068792977808,9.70671731938804,11.3852992694252,13.3312513046486,10.3847124854586,7.98526215673122,11.2445259005655,10.0115721866329,9.13182365659181,7.64410837462694,10.5589186133718,6.94786059539761,9.47497407610655,9.81486587774243,9.19824806809038,8.39192155986998,11.9741336483192,11.5020643010769,10220,0,0,1.0,0
6.39565744026453,12.6696684013634,9.24400614912768,11.3160827871849,12.4734454856756,11.8518406820241,11.0867128459756,9.50802639316259,7.17088672158909,7.81096525250667,8.29557545201025,11.3826660046393,9.79068167540776,11.8127846649756,11.7806373194671,9.1167451373216,8.66922338957964,13.1770139246813,9.48098790983398,9.41265753272305,10.180832311865,14.0726000872345,11.7227548934754,10.9520843623694,10.5600000633871,11.8418814847126,10.6970437849291,12.2992408464572,11.4678039709412,10.9785379552012,10.2293460536763,10.6057601656302,7.03713097385656,10.277147414728,9.64689216165758,11.9423509702157,11.8291867317202,9.04239664218228,6.60974545082798,11.4416616264118,10.5164288869481,9.26709181952393,7.01802632190796,10.8487582358355,7.34278831231359,10.1947294893652,9.29154216447577,10.0380483402614,9.80768230785586,11.4408855123337,11.6888387885606,10375,0,1.0,0,0
5.99290255469385,12.5505279661256,8.99751880915888,9.97111779182604,11.3723293572723,11.4262347265815,10.4512526631591,8.78302585085136,6.76916446853675,7.34677154646133,7.43635902006985,11.8827742564593,10.2016933781399,10.8627036917383,10.7505073137451,7.99900136528503,9.20889375793022,12.0984214289993,9.27642774508252,9.66347435453029,9.56669439729712,12.2625034382468,11.0481960450857,10.5026599596714,10.1402231128406,12.3207341899655,9.59336002237791,11.971925629535,11.6102471241452,11.6032052764857,10.6568263323731,11.2369879493836,6.81426964224665,8.6498928935978,9.69826771054439,12.0913565526544,12.8204934149372,8.68036383958951,6.61950254739234,11.6131061953453,9.83938975013542,8.50960648384724,7.18295311415729,11.2706342523341,6.76916446853675,9.69236281442512,9.60493736203902,9.9473735017873,8.43019167087622,11.0924626730051,11.8345962940928,10175,0,0,1.0,0
6.10052691111164,12.111960505316,8.52243043058636,9.54319716240075,11.4200907176024,11.0049277808397,10.432640174612,9.40737249092141,7.11168562563497,8.02596137816434,7.52324692625616,11.2889782116794,10.1274109717837,10.0573999023335,11.8891637833155,7.58524614798104,9.3636962472845,11.4779315548956,9.57702140058462,9.9620624233412,10.1257830683063,12.6660485014529,10.6798977661323,9.91191038291884,9.1742481174824,11.9688279454639,10.3542191830869,11.3946697938367,10.9379470654025,11.2052545555941,10.2668533419375,10.6931358738407,7.50188530317694,9.3747411880659,10.0122857125499,10.7969212817488,12.5301483215838,8.92578434704856,6.84251835982268,11.2424833369689,9.95474211973822,9.85208117740717,7.44683017549912,11.1874426215196,7.26512019342398,9.77100203569677,9.7668252366683,9.26322226669924,9.42871976899174,10.9781475364934,10.9545284884244,10073,1,1.0,0,0
6.29760676003166,12.5133100455094,9.33739028617623,11.7289350297839,12.4065900059878,12.2933662368463,11.8566493523223,9.63399616035068,7.90170364797898,8.4550169960834,7.85665822777314,11.9495670023003,10.1300506180445,11.1294170894671,12.5484111542519,9.41430241776758,8.83008475015991,13.6863157832843,10.5041342576242,9.53722383390283,10.6460873217719,13.8970328492769,11.3256157692879,10.7602875974134,9.89954072840767,12.5918844273122,10.3488687130641,11.7594273238755,11.4912352870517,11.6159034866091,10.2157495440317,10.8629771285093,7.22759339022588,10.4014318834013,9.91168623028933,11.3844124569493,12.1152442758123,9.53329221041354,7.17235343227309,11.7909291732626,9.0368798119594,9.30542619794836,7.38884833306024,11.6214477474539,6.97509176164969,10.2603195663013,9.87648716137143,9.8356288617406,9.56251939816936,11.3458545089601,11.8039899730939,10037,0,0,1.0,0
6.09993282179366,12.8283490626775,8.79642409617181,10.3141821181653,11.4755070926552,11.4215912224146,10.7713710589166,9.51499387381188,7.19790850440457,7.49455285232484,7.0988326108208,11.9909024628216,10.589829098458,10.8751965066156,11.9019318692055,8.31528456175005,8.32976077546464,12.9471401263156,9.98637905395935,9.93511324196733,10.3257181374807,12.7492820987691,10.1924591067452,10.2231575294493,10.2107652278248,12.42525050631,10.3845977484933,12.0575301448988,11.1846357135086,11.1122557260365,10.3709589157087,10.9838408363319,7.50799345623786,9.61264820237174,10.21935587507,11.5601149283627,11.4731177332845,9.21889237944364,6.86945860602091,11.7334948958612,10.1670248503116,8.8887048831067,6.85775768439485,11.4987939428972,6.85775768439485,9.67516385515348,9.9246367294714,9.8065860211308,9.58330406782386,10.9601428283703,12.070757506675,10172,0,0,1.0,0
6.04817452083299,12.4392672423725,9.09032658161677,10.4223193204468,12.1239723637732,12.1632731804401,11.7779569872681,9.24435343152058,7.39652006648363,8.77676380050448,7.57274959067028,11.4733046606318,10.1410792220212,10.7359534353805,11.8130296713735,8.95531757397268,10.4657928735966,12.9370670903354,11.4823053414259,10.8396955665915,10.6529291412324,13.128751649431,11.3381830854591,11.4140615772953,11.1182425460184,12.2493827839511,10.0897585860877,11.7100778906531,11.6330840664384,10.9915559742436,9.28630918699395,10.7262395430441,7.75452708365519,9.88738410964368,9.65399966570318,11.1508713527679,11.6336612232083,9.97580495474688,6.44666116916972,11.7857672638898,10.4488233405189,10.3636270036791,8.81432668728898,11.5001398825367,6.7468456596396,9.79108295137167,10.1230776842151,11.0289025665145,10.0897585860877,11.8457760605931,11.3239474489281,10161,0,0,0,1.0
5.75456964809798,12.1139012334648,7.9822736948724,10.5867034917375,12.27757158662,11.4445908568128,12.5523752195211,9.84587108066626,7.18132684748662,9.24338334683489,7.09188923312664,12.2110303331091,10.6573990119179,11.0897537761816,11.9222280083927,10.603729261969,10.1182625740788,12.8178679957031,9.97345949011887,9.80447852950284,10.4765397844841,13.2004953606133,11.232504614717,11.4952660557936,9.68500024447121,11.8747716153202,9.40822556693923,11.3715835536329,11.5740771206513,11.3992089021236,10.2067078720015,11.0193019504674,9.71309695905135,9.63733748731422,11.0040986035683,11.3059216070459,13.1340499944299,9.43932000921434,6.7804199562588,11.9051752563224,9.66011235077842,9.71309695905135,6.90822274276923,11.4314555424524,6.73390069807476,9.57343910915624,9.8314634409173,10.3953599189347,9.81915832973406,11.6812219958908,11.3445868937553,10061,1,1.0,0,0
